,CURRENT (A) mean,CURRENT (A) std,CURRENT (A) max,CURRENT (A) rms,CURRENT (A) peak_to_peak,CURRENT (A) skew,CURRENT (A) kurtosis,CURRENT (A) crest_factor,ROTO (RPM) mean,ROTO (RPM) std,ROTO (RPM) max,ROTO (RPM) rms,ROTO (RPM) peak_to_peak,ROTO (RPM) skew,ROTO (RPM) kurtosis,ROTO (RPM) crest_factor,CURRENT (A) Frequency Center,CURRENT (A) Spectrum Area,CURRENT (A) Amp @ 1x RPM,CURRENT (A) Amp @ 2x RPM,CURRENT (A) Amp @ 3x RPM,ROTO (RPM) Frequency Center,ROTO (RPM) Spectrum Area,ROTO (RPM) Amp @ 1x RPM,ROTO (RPM) Amp @ 2x RPM,ROTO (RPM) Amp @ 3x RPM,Class
91,3.1482247468,0.999708266254983,6.486608000000001,3.303136492572933,6.839704000000002,0.01946606119641856,-0.30107289066324316,2.060401820611215,21731.61105575,517.9528425713097,23742.28,21737.782488530072,4464.790000000001,-0.13030365059231433,0.44104716360259877,1.0925227742707089,3718.0654518161464,1422450.48982539,2334.92061896854,1556.933603922134,1721.5393081494178,9810.686495245965,1883941749.6566308,104738.30347796693,68981.20236583076,68981.20236583076,Healthy
92,4.9001683484,1.0074067352676022,8.162664,5.002648578624672,6.778672,0.10374099581706915,-0.3750869239542678,1.6657925645891876,22627.54953175,509.5379646560122,24814.980000000003,22633.285670854377,4589.9100000000035,-0.10916381082132508,0.6784967073557806,1.0966711161180178,2749.970269303929,1356787.2026752804,200.34384241810625,109.51585324297453,581.1325066961454,9518.593620162483,1897418379.2374117,85077.08515251566,97185.70805921986,97185.70805921986,Mech_Elec_Damage
93,4.7782324532,0.9978200175666384,7.873352,4.881303644842296,6.057224000000001,0.08865683009742054,-0.420981694797951,1.6477540758250864,22658.243097,512.7650779659858,24769.21,22664.04424842859,4458.690000000002,-0.11318360492128088,0.6290058861072803,1.0931655157005309,2787.05672986123,1341155.166173757,597.0337399408429,146.55210214610935,589.871839484972,9453.14991742546,1880085000.9076648,67151.9246105886,96199.66946534291,96199.66946534291,Mech_Elec_Damage
94,4.7180870668,1.009098530475891,8.082096,4.8247901464331,6.422215999999999,0.09065766536908369,-0.38882519450356234,1.713002724530391,22674.34272325,517.4146198687024,24737.16,22680.24534980402,4419.010000000002,-0.11511175834621015,0.6049088878694469,1.0909758356362327,2815.267554824589,1352553.2314172941,436.3621900657415,371.72598182936474,312.922666446194,9524.727800430805,1901991821.3052917,69448.35413292979,150543.66163146766,150543.66163146766,Mech_Elec_Damage
95,4.6687645402,1.008809185099332,7.999088,4.7765084383229555,6.5076719999999995,0.08390362953881664,-0.4039026836299784,1.7133200723927142,22673.270291,514.1353662387153,25057.6,22679.098620870744,4791.329999999998,-0.11375442830517093,0.6386176546539968,1.1051603795305365,2757.4709666844374,1330682.5035270206,531.0567399170064,530.3002302066324,659.5162640633233,9494.606403257812,1896451517.4677866,201600.93203149454,87878.86600924096,87878.86600924096,Mech_Elec_Damage
96,4.6279353416,1.0050263223734661,7.807431999999999,4.735803858137087,6.202487999999999,0.1020487129138306,-0.39090932903229625,1.68702270531307,22677.813123,518.4264571481448,25048.45,22683.737948451802,4860.000000000004,-0.10736098717007661,0.5960232700767669,1.1045355151372898,2739.361325552855,1324662.8127935051,754.3658519928225,79.05242190800057,900.4079735840347,9565.596666694923,1910949405.266819,28278.24117337778,38943.17792376012,38943.17792376012,Mech_Elec_Damage
97,4.6087233038,1.0074665038686892,7.940487999999999,4.71755168203674,6.281831999999999,0.10368689722500343,-0.39843008501053356,1.7229257381220702,22682.94712275,515.1221139031193,24770.73,22688.795347746753,4600.59,-0.10283433725352054,0.6364397687776218,1.0920419584788452,2830.453822343529,1377358.8786050112,696.4695821354027,417.66901317564026,303.6572013136422,9559.179576285982,1911510115.2246006,205603.7773650909,99780.28931139823,99780.28931139823,Mech_Elec_Damage
98,4.6420254824,1.000055342408635,7.852599999999998,4.748524640808322,6.4954639999999975,0.09464874672470659,-0.41746516131772493,1.691632247555022,22681.319286500002,523.8166224372677,24784.47,22687.36700391877,4679.950000000001,-0.10985715626375622,0.5763403687007771,1.0927261190997741,2812.7138957753073,1358358.9164756213,332.0920348930166,111.39401445807766,493.358214834713,9628.658066020676,1930193603.2681894,156855.25861719527,11240.629361932337,11240.629361932337,Mech_Elec_Damage
99,4.5064061248,1.006756158557936,7.591360000000002,4.617491611847305,6.080408000000002,0.06983794365937102,-0.40933935587732995,1.6845707621030084,22699.63886175,522.3948521390457,24689.86,22705.648944987297,4617.379999999997,-0.12240048113256426,0.6231891676023595,1.087676334869081,2852.2239185844473,1392531.3575224227,459.8285949461445,147.70582224835456,327.7520909740583,9597.270593680236,1924828089.5111017,33601.647391506005,148617.78378261026,148617.78378261026,Mech_Elec_Damage
100,4.5035451066,1.0003815650471415,7.785455999999999,4.613312994344204,6.182951999999999,0.09483318199512834,-0.4161267098623207,1.7287394298749932,22684.77174625,522.2000598639493,25046.92,22690.78128369893,4701.299999999996,-0.11697915992802388,0.6354462746266205,1.1041292493560346,2802.4239430215453,1327772.1639661745,84.51450056085508,436.7234929836076,283.2480153762976,9572.755247730904,1914646114.446198,233527.64903417433,139206.9497740124,139206.9497740124,Mech_Elec_Damage
101,4.490618058,1.0118128711638252,7.761040000000001,4.603193482242118,6.292816000000002,0.08360263152993898,-0.3944746345558561,1.728278802552306,22701.8481135,522.9167979860819,24927.899999999998,22707.86962508791,4876.779999999999,-0.1250676854211923,0.6686830457640687,1.098055976560615,2793.8333785448885,1362440.900389048,600.2171376556483,659.139084494687,547.0784226498802,9595.593435808123,1920491564.042526,160613.12967056615,103137.98284941247,103137.98284941247,Mech_Elec_Damage
102,4.428872971600001,1.0021555720021913,7.636527999999998,4.540837640917069,6.317231999999997,0.06763758511387939,-0.37791770353089893,1.724259884844063,22700.740584,518.5364035486876,24828.72,22706.661937455046,4536.509999999998,-0.10179878261868248,0.6777217913416904,1.0937405283376462,2769.809356747592,1332645.5114185214,880.7035572403909,812.5383324725224,243.1081713254206,9479.382379426746,1894709931.046252,83298.50148814832,92938.74267153395,92938.74267153395,Mech_Elec_Damage
103,4.4883312114,1.0014409379940823,7.581600000000002,4.598692851606754,6.082856000000003,0.080139361792253,-0.3899675316637725,1.6891801524681038,22705.993294249998,527.3408512164298,24944.69,22712.11599344452,4679.950000000001,-0.11910973750054106,0.5305555242680722,1.098594969034758,2759.0495588617036,1345372.2003426317,790.3744386614919,569.3571805293215,489.2383227391851,9613.54407466555,1925724931.9407222,72816.08062879537,87744.44178976543,87744.44178976543,Mech_Elec_Damage
104,4.451861256,1.0052244982996852,7.703672,4.563936861170239,6.361184000000001,0.06864542124627929,-0.4171785752538315,1.7304384743835781,22709.376407249998,519.5020075941911,24819.559999999998,22715.31757196009,4682.989999999998,-0.12438272192165922,0.6440542767437134,1.0929212478100596,2769.7367987855573,1320316.296843407,812.1726158354097,424.1658014416173,334.7688503892643,9510.530150610957,1902492536.39847,121646.13243044181,94706.4632426137,94706.4632426137,Mech_Elec_Damage
105,4.4336455548,0.9989357145326597,7.513239999999999,4.544783880511002,6.145119999999998,0.07122224204104162,-0.39773791741932474,1.694596446002756,22716.73860325,524.926974349116,24836.350000000002,22722.802516592885,4667.740000000002,-0.11931641453376574,0.5886188591642512,1.0933061489930054,2826.6791347079757,1340604.7418980268,608.4818977027242,217.56728073229525,343.3314572589506,9615.272618602796,1922709288.0594745,73428.89147437291,138872.40978420834,138872.40978420834,Mech_Elec_Damage
106,4.3538142598,0.9925617254698441,7.3496640000000015,4.465518195936058,6.015720000000003,0.046590625436167474,-0.4096154742622269,1.688097737163831,22716.1770125,525.4557408264856,24920.27,22722.25329706998,4649.420000000002,-0.10772752020602717,0.6058617080793711,1.097027461367604,2828.6587355210427,1319916.7594821937,462.87515010154493,206.32918983371465,614.916642907613,9564.606374429022,1909600917.8386674,121214.19078506793,58469.17524710277,58469.17524710277,Mech_Elec_Damage
107,4.2954783082,1.0065874269679536,7.626767999999998,4.411839391216604,6.655375999999997,0.052739571085779174,-0.38218967556009176,1.7755340506412567,22714.69374625,524.6557617887484,24810.41,22720.75194118177,4530.41,-0.11491285571278412,0.6560646018252707,1.092262580211806,2897.4192923173327,1296186.7813984514,621.454198144515,196.57025229968292,314.18162205942537,9506.16526977729,1908043208.665917,123918.53115366393,81001.23553755617,81001.23553755617,Mech_Elec_Damage
108,4.3772799774,1.0085824787530022,7.380175999999999,4.491969855868257,6.092616,0.043407986197936635,-0.41227187567857904,1.686018723523289,22712.716964,523.1370577132334,24836.350000000002,22718.74066549721,4594.490000000005,-0.11577494290790716,0.6374027463657179,1.0934997358249121,2755.0367492410314,1328386.7029406957,206.76967942338817,278.2567394649243,629.8055491131038,9496.569613475407,1899216611.4280705,125032.39915561999,31521.6570443692,31521.6570443692,Mech_Elec_Damage
109,4.320989741,0.9974719927032006,7.6511759999999995,4.43462262704451,6.204927999999999,0.07905256419624451,-0.41057525354398416,1.7706998763272466,22709.069855,523.1841698491846,24897.38,22715.095608687378,4852.370000000003,-0.10912377799123218,0.6284141916804664,1.096362825909322,2750.4172903415815,1265921.0465646666,196.4437403372608,278.88218651580496,494.41994417989395,9541.8196251651,1904854195.96868,294531.95635881164,68608.81148965689,68608.81148965689,Mech_Elec_Damage
110,4.343709315,1.0008207474218875,7.476616,4.4575136276441905,6.262304,0.03952423255448525,-0.4078971282920718,1.721251459940293,22729.9985435,523.2273680950435,24772.26,22736.01974449494,4409.860000000001,-0.12405581117396781,0.6404531312197159,1.0898487279966858,2867.647426523703,1304065.133332156,245.55093178466566,421.81486898803894,289.0773621372159,9452.67814552773,1894171348.0755057,148972.43117010346,96341.88590606031,96341.88590606031,Mech_Elec_Damage
111,4.3933869292,1.009007800705882,7.602351999999999,4.507762194163772,6.284279999999998,0.056048946050986356,-0.39990561061697605,1.730408025178043,22709.0982105,521.1304584271238,25078.969999999998,22715.07674870175,5073.629999999997,-0.10971401307471611,0.6578166219453867,1.1043578114609693,2711.50587180921,1285352.3550997365,231.3581739009447,785.3492954659964,478.4452785318995,9526.713091132406,1903342827.9306386,244019.95908768085,7927.412281724191,7927.412281724191,Mech_Elec_Damage
112,4.3051466955999995,1.0087624331091478,7.596248,4.421749006563661,6.2415519999999995,0.058224711111484306,-0.40306919416542053,1.7644574127435921,22708.950945,527.6047242558762,24770.73,22715.078974291613,4513.620000000003,-0.12182835468442678,0.5533085896873331,1.090791470728592,2748.671175212805,1292359.1343693037,436.8535313642254,371.9786217559702,446.35880497837394,9649.132650807343,1930249599.384207,155149.33894068305,36847.53288969107,36847.53288969107,Mech_Elec_Damage
113,4.2976658522,1.026084000162154,7.509575999999998,4.418456046103133,6.2879359999999975,0.056633172840773786,-0.41118557155496394,1.747361534902906,22704.8168515,527.0238792484869,25141.53,22710.93251026039,4910.359999999997,-0.11314317543662328,0.5529875985714376,1.1073214183773086,2820.5035171743666,1322912.619729633,561.4519130933988,632.1929934809815,543.3885928205221,9527.840658938743,1909512507.1733198,67020.02376178764,184891.200407335,184891.200407335,Mech_Elec_Damage
114,4.296568527,0.9958312682320397,7.6524,4.410459866045456,6.485696000000001,0.05718421079731276,-0.3796815035699659,1.7810492144863213,22714.0529325,526.6793808111479,24863.81,22720.15811687507,4602.120000000003,-0.10943744100682651,0.5223397710921174,1.094644362848343,2777.6699651235995,1318808.5785745739,387.5127445521761,677.3391191831039,28.846488387951794,9575.338821121224,1917952349.9237373,113111.79164308793,95689.9754117101,95689.9754117101,Mech_Elec_Damage
115,4.3853748724,0.9749781446307515,7.703672,4.492446036339821,6.433208,0.05692502562868868,-0.40128233841835925,1.7566735396976414,22827.23006425,509.74256583037106,24909.59,22832.920605863837,4687.57,-0.12927924946936253,0.7897410534329641,1.0912226288467304,2817.3867674120743,1299975.8466785469,562.0525225426189,24.967852100817442,476.4039621886398,9329.1331912867,1868562665.8790102,44209.881015902974,80145.67196667536,80145.67196667536,Mech_Elec_Damage
116,4.3870102372,0.9753965882659582,7.527888000000002,4.494133235757019,6.1487760000000025,0.04605913330056499,-0.40617279069623446,1.7159494947530967,22832.92628025,513.7677942615594,25214.77,22838.705595256877,4802.010000000002,-0.10705670135838291,0.701831109895728,1.1043161831521457,2726.0521051697747,1257455.212105444,485.27984415256645,466.1605148206409,234.68347479576826,9331.577269673699,1874125415.768418,67982.45950888806,83474.0299053401,83474.0299053401,Mech_Elec_Damage
117,4.325141696999999,0.971357145343002,7.591360000000002,4.432872862441393,6.4502880000000005,0.06234790819778547,-0.38740906253446683,1.755170242229408,22825.558309250002,514.6719144045783,24920.27,22831.359851885063,4737.920000000002,-0.12748238166232234,0.6716711391078913,1.0917704470738454,2839.564231779733,1268881.5909036165,510.66557930298274,316.5599326663068,331.4361679834493,9371.058062416134,1878856833.0234952,103418.61097930108,118331.49103298574,118331.49103298574,Mech_Elec_Damage
118,4.4145582146,0.9752923364937476,7.402152000000001,4.5210060375802685,5.920504000000001,0.04733882315519732,-0.4022248586079824,1.6767594038106266,22821.670481,514.4225805371102,24987.41,22827.467391696093,4817.27,-0.10954594471485167,0.7345089025287295,1.0948983783112225,2850.1494798019003,1287879.3928264796,567.7559050615217,46.737635044383744,355.5340619516637,9385.626557777861,1880008293.6820326,136828.7439082846,99182.84094740353,99182.84094740353,Mech_Elec_Damage
119,4.3598964544,0.975944965862012,7.363088000000002,4.467789370344879,6.056000000000002,0.051485382020459304,-0.3969479863995278,1.6888217591886123,22824.2438725,517.7845138969285,24934.0,22830.11612873805,4585.329999999998,-0.1043008678102009,0.635959098299232,1.0924348749200827,2789.2922007945167,1321908.130362844,70.65021357005169,300.4176723144598,134.05684343544462,9499.10716222876,1908864389.5730853,161858.20558662064,90951.91364262617,90951.91364262617,Mech_Elec_Damage
120,4.2654143274,0.9831300291079812,7.4802800000000005,4.377245695058334,6.359960000000001,0.015823904237427182,-0.3744401502001353,1.7537053673657148,22828.01063075,518.3588983355068,25083.54,22833.89495000185,4754.709999999999,-0.1046275121493913,0.6351579934611271,1.098805340760256,2783.276044858305,1339297.6367885382,543.2302680494215,271.92317832626986,544.393586038257,9483.397696684575,1901604785.648024,218153.97577852005,39888.58822181844,39888.58822181844,Mech_Elec_Damage
121,4.2395600214,0.9853952877077984,7.369192000000001,4.352568066439981,6.180511999999999,0.04794817635297019,-0.3829359725183976,1.738197351329519,22832.609744999998,514.71625726483,24946.21,22838.410495689954,4487.679999999997,-0.10914223612193553,0.6654396760348407,1.0925693680488209,2802.37960334005,1314996.9342796733,639.36531533325,426.13402815107406,398.47843934493847,9453.098321172107,1895714429.320683,36824.7836944117,107596.8061558099,107596.8061558099,Mech_Elec_Damage
122,4.3270001258,0.9458865156484095,7.300832,4.429177014031636,5.980319999999999,0.021142140665645414,-0.3901467020339675,1.687273350529469,22847.95067375,518.4174497222134,25112.54,22853.83118698861,5012.59,-0.11283147190165664,0.6978971713011646,1.0991156431745883,2830.4070541096908,1281264.2770493624,492.8410537252635,290.535317102206,161.1003696213005,9481.743557293386,1909718836.289503,71440.9072005335,100470.12989813545,100470.12989813545,Mech_Elec_Damage
123,4.24845316,0.97856927585769,7.21172,4.3596935833176325,5.971768000000001,0.024710477503844964,-0.40283810888458405,1.6974931177068688,22834.39918775,520.5255874704733,25181.2,22840.331135494886,4841.689999999999,-0.1074897282408717,0.6397774940536625,1.10277480011425,2768.9009489417817,1311785.2619645528,529.2671924639383,363.51453430665845,708.7748237038128,9486.995473221665,1909909485.7508292,198232.97977500886,12816.949528168367,12816.949528168367,Mech_Elec_Damage
124,4.2427173016,0.9089233591101372,7.281303999999999,4.338982728761456,5.852143999999999,0.0025295485397339662,-0.36640808216241316,1.7161888201351754,22851.775531,520.5001023900409,25136.949999999997,22857.702388971415,4734.869999999999,-0.11734104031092073,0.6246851518570935,1.0999998650389333,2841.003180170064,1090519.056269155,727.2671397000418,479.58064742720796,158.0349089240926,9356.41357733202,1874364123.9488192,175828.4065808952,44821.76960108155,44821.76960108155,Mech_Elec_Damage
125,4.3187272076,0.9034509238629835,7.536432000000002,4.412211221134373,6.032808000000004,0.0034543811451948707,-0.37946814522305017,1.7450585873397042,22848.58691075,521.8229798463475,25168.99,22854.54476100785,4846.260000000002,-0.10956585156114475,0.5939240744706185,1.101555649735095,2934.359814743055,1132401.3682657962,500.7716676826442,40.17811486464688,46.17632948191316,9367.694933150302,1878988488.9881558,63368.9514684333,59683.380215701945,59683.380215701945,Mech_Elec_Damage
126,4.188277714,0.90959995734113,7.44976,4.285909659300112,6.152440000000001,-0.002300449125036974,-0.36904360004329995,1.7787168160072016,22847.49033425,520.6198712437496,25205.62,22853.421031606074,4754.7199999999975,-0.12256429061733304,0.7063953815017561,1.1032117589832175,2789.4157250947123,1047849.9657074829,150.55222045893763,208.1798913748331,242.38034406163885,9291.431664908247,1868747362.6561465,176174.73132644704,59940.522214985845,59940.522214985845,Mech_Elec_Damage
127,4.2117394562,0.9059020594792359,7.378959999999999,4.30806073214121,6.314792000000001,0.00385293389442609,-0.3639393111885134,1.7519982127901126,22842.5245455,520.6160545937395,25117.11,22848.45644484642,4704.350000000002,-0.1164113058068303,0.702684902481431,1.0995767980885502,2849.5734803569485,1104612.1258507667,86.24258699915686,390.0195922995506,265.3923382462996,9292.244435014632,1864965118.227228,236441.7016075688,129499.62858480836,129499.62858480836,Mech_Elec_Damage
128,4.2216189848,0.8973130990913446,7.281303999999999,4.315926032887351,5.881439999999998,-0.004710144109560284,-0.3887872964180361,1.7247657891951973,22840.58133275,518.842618424487,25040.82,22846.473394174423,4702.829999999998,-0.11824627038481224,0.6408589220122161,1.096330239375089,2905.644740183941,1069226.1444088137,351.97422597969376,282.93680997655804,56.18061606970659,9304.920504670488,1866242044.585525,137283.08723628867,50819.25789176869,50819.25789176869,Mech_Elec_Damage
129,4.1717707458,0.904367594876882,7.502248000000002,4.26866858108678,6.149992000000001,0.010329311618738821,-0.3898610017047197,1.798336595450029,22838.53027475,519.0211571490395,25013.350000000002,22844.426920753926,4672.310000000001,-0.11931950619106836,0.659064757578856,1.095225905480199,2855.8471867345106,1066674.5181739253,408.65592950438844,324.43483270081094,587.2226773311945,9179.329924039394,1841795886.5362875,216682.5021171406,57601.97822453281,57601.97822453281,Mech_Elec_Damage
130,4.1546083596,0.8959519056614867,7.133592,4.250115336161033,5.752040000000001,0.010023325328715705,-0.3587365643313114,1.7170311573451926,22836.06230075,523.0500277204958,25126.27,22842.051481767143,4872.210000000003,-0.11509825245070664,0.5714370310574783,1.1002890808882924,2807.982421147343,1036205.6849288514,511.1180420042193,141.07190428286975,189.28775616711215,9290.776584304273,1863592463.654986,108602.99718717548,24057.28656141414,24057.28656141414,Mech_Elec_Damage
131,4.2173876142,0.8980973544001976,7.288623999999999,4.311950484631839,5.942471999999999,0.005254581862449072,-0.39857593184461404,1.7282319451641353,22835.36488475,524.2819995939544,25091.17,22841.382492375134,4654.0,-0.11001932833565244,0.6325577729162357,1.0987855953533057,2959.8072484108616,1083493.9051180915,429.23111008518714,155.38941295903894,17.69808237322813,9279.915225224524,1861604330.7664719,88613.95880475742,72040.54629048612,72040.54629048612,Mech_Elec_Damage
132,4.11074101,0.9012707726501438,7.098192,4.208379777266314,5.938808000000001,0.012556467810049807,-0.3675743102154696,1.72674269255411,22831.855962999998,523.8293726594267,25211.72,22837.86410912608,4985.119999999999,-0.11774222224692485,0.63835975282525,1.1042343662668805,2795.3955183205653,1035556.9639087832,69.80261280584627,275.47315056976106,518.5129368582717,9302.1369199214,1863004163.6806917,103454.06199107369,83609.10710856835,83609.10710856835,Mech_Elec_Damage
133,4.1276032443999995,0.9013837901115553,7.21416,4.22487644410329,5.869232,-0.016549190150484307,-0.40052605486274784,1.7477842643397454,22830.62659875,525.1851773393661,24950.79,22836.666207364007,4565.5,-0.10827407077576831,0.5895730149985536,1.092864880080255,2981.189660348239,1063949.3243278195,393.57083500515876,85.84097298064206,325.3676718292992,9313.709211710624,1862638509.1157045,158845.57217933235,135775.7834713248,135775.7834713248,Mech_Elec_Damage
134,4.1750339686,0.9023814794102379,7.310600000000001,4.271437769187105,5.94248,0.019459612564419443,-0.3770133837135945,1.7510276694710194,22829.71194825,525.0927222583216,25114.06,22835.74967269475,4696.730000000003,-0.10232938021661331,0.5972889092663243,1.1000603098684782,2934.1183474537747,1085596.6925005275,884.9447788751972,275.6052916636321,175.88654484024616,9299.552253851114,1866640147.3020916,59990.528163578085,132056.5827860493,132056.5827860493,Mech_Elec_Damage
135,4.1095241124,0.8914078318922886,7.233688000000001,4.205089355525975,6.053552,0.02912717606017026,-0.3580917047085026,1.7602252236878737,22828.084378749998,524.2346809491315,25098.8,22834.10281866773,4745.549999999999,-0.10486239518022124,0.5756173150960393,1.099470265817124,2841.0281781300114,1012855.6488878764,96.07600503726536,229.46449597860297,225.91044212627338,9364.93479121674,1876397431.1215458,12163.052312869295,72168.26560473867,72168.26560473867,Mech_Elec_Damage
136,4.1277298228,0.8921092326833919,7.314256,4.2230311953144986,6.032800000000002,0.06784296509575116,-0.34779007923524397,1.7719803170253172,22825.815564250002,523.6403548016684,24901.96,22831.82096415776,4596.02,-0.12719104064427192,0.6168364306825875,1.0909559805171507,3005.2177585279596,1060932.6693643243,247.13182866546902,355.81052824527296,234.31203465431977,9311.062774916332,1866916468.9925575,232228.66741342505,39134.75070520203,39134.75070520203,Mech_Elec_Damage
